time_h,event,station_total_kg,onboard_total_kg,consumed_H2_kg,original_total_kg,mass_error_kg,case
1.9474981590175733,INTERVAL_END,185.9312153119796,32.83527299047007,5.164727009529932,223.9312153119796,0.0,FROZEN-INTEGRATION
1.9474981590175733,INSTANT_COMPLETE,185.9312153119796,32.83527299047007,5.164727009529932,223.9312153119796,0.0,FROZEN-INTEGRATION
1.9948421808164056,INTERVAL_END,185.9312153119796,32.44787407222416,5.552125927775839,223.9312153119796,0.0,FROZEN-INTEGRATION
1.9948421808164056,INSTANT_COMPLETE,185.9312153119796,32.44787407222416,5.552125927775839,223.9312153119796,0.0,FROZEN-INTEGRATION
2.0,INTERVAL_END,185.9312153119796,32.40566951299338,5.594330487006625,223.9312153119796,0.0,FROZEN-INTEGRATION
2.0,INSTANT_COMPLETE,185.9312153119796,32.40566951299338,5.594330487006625,223.9312153119796,0.0,FROZEN-INTEGRATION
2.025227133045202,INTERVAL_END,185.9312153119796,32.199245054723164,5.800754945276832,223.9312153119796,0.0,FROZEN-INTEGRATION
2.025227133045202,INSTANT_COMPLETE,185.9312153119796,32.199245054723164,5.800754945276832,223.9312153119796,0.0,FROZEN-INTEGRATION
2.05631687118292,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.05631687118292,INSTANT_COMPLETE,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.0725721452635426,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.0725721452635426,INSTANT_COMPLETE,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.0829223422377345,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.0829223422377345,INSTANT_COMPLETE,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.5,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
2.5,INSTANT_COMPLETE,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
3.0,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
3.0,INSTANT_COMPLETE,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
3.5,INTERVAL_END,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
3.5,FINAL,185.9312153119796,31.944849030357588,6.055150969642414,223.9312153119796,2.842170943040401e-14,FROZEN-INTEGRATION
